bdhageeiefcadhahfcdiafffefaicc,4
bbchfeeadaccdicbgbciehgidbdidf,2
ahidafdcchdbcbcdcbhbibidfhfbid,1
dfgggeigabdgcaiedecefdicbgcbbi,3
bdcbcdcghchicigihdebihgdgedgbg,1
cdaiaiceccchcdddidiifaiehgdfie,4
ggdedcgaffbfbidceacfdedbcddcbb,2
ifaiicbabdbfbdgaebbidbcdghhfgd,1
cdaedceefaicffhfgdigcccdefgfeg,4
fdcgdehdcfhgdbdaidebgbdbgifeif,0
cdbcdgidfhebccfdcbbgfechgfffbh,2
aeidciaieeeiigebgcifbcdefhghhh,1
dcdbdbgbhfaiccgcdficgfgegcccbg,4
ccdegiegddbgcdacbicdchidfdeihb,2
aeibecdcebigifaiffhcibdhgcihbe,4
beifeeedhcefdhcbbicfbbcfibcgbg,3
fecfdhbahigacabaebaccagebecefe,3
hegbedfcefihcdgdhibdiffghieicg,3
gdigcgdbfbbcihhebfafbhidbcdiah,1
bdbaidhcfbgieiiiicfdigfdefegeg,0
cdihaidgefbgfhicghhddcefdiddfd,0
hcgicifgcffgefidaidbdabchfceic,0
fdfigifcfdhhacihehffbcdghhcbcc,1
dccdacccefiegdecchcfcgeeiffehh,2
gicfgdccabeeeehefcdafagbifaibc,4
efgcefiieihebghgieeffgcdbbgchc,3
dhbfhcdiccbcfbfccigccbbedcfegf,2
geeceggifaiddgfbeecdehicbffhff,0
bgaadaccbbhdagbhgcchfbbcdiahbf,1
dbabbaciagidaigbihcdbchbiegcie,2
bgdaggiehhaecafhgffaeehcefhdci,3
hgegdachiaiddedbcidiggcdcbcffc,0
bbdhbhiicfieecgcefefhbeehbcbdi,3
debicefdicifgbedidchbigffbfbeb,3
dbehegfcdidihcdfaiecffchddddce,4
ifdicbbceecehhigacdacdieidggeh,2
ffibieiaeeedcdhegdaegfcefifffg,3
gciiihfiafbcdfhhcdghebibfbghcg,1
biccagfaaccafcgcdibcaeifaidgcf,4
igcdcebidbfaibcfiieegghebchdgb,4
chgecadifbghbahdcdechiihghgggi,2
bgbffehchbhegigaidacbbigefdie,0
fiagbedcbccdhcgccgiddggdcgddec,2
ecfgfcecdgcbeedheebbeiibfedfed,2
dhaghcdbcddfchhhhcgchfcehbbfeh,2
ddcbhabheccdaeeddcefgcehdhhiii,3
fbcegcdeabfhffbgagedgcefiihhgh,3
hcdidafeffaidgdiiccighdeidhcfi,4
fhbgfibfaebdceeeaidaiibbigiihg,0
ihbcccaiddbfbdfdggfidddiedfbce,0
hadadfhhaidaggbeddgddhibifbcee,0
ffaffhcaaaceiibcahfbfgbdedicef,3
bfgbfddhcacidccdagbfdefaiihcbi,4
cfcccahgciaiddefbebgfffgfigfbe,0
efbddecdebgfcdfaiggdbdhiiihhhe,4
ddbghdecdaehihdfaifgfcbchchiee,4
dbdbeafcdaebgiffaiecggefdecfhi,4
igbfgdiffbffhbcbhcaicgeffcefec,3
aidfhebihfgefhgcehdibcfceccgfb,0
ddcdgccgidibgeeghgiefihghibfgb,2
eabifbbiggcieehecefcfbeeigbbcc,3
hbfcaihcbibaaibcaaeccgbcdfahgd,1
hiagbgbfefbhhfifcgageeaccefghb,3
aiecdegdfagfaigfefifhbeeiehefc,4
hacdhcedicfededdhbbfcgccidbdif,2
cfghdbebcbcdadhhffbcihfedfhbbg,1
gghgccdhgbefaidhfdbchdfcifgheh,0
bfdgfeaccheafibifidceehbcdchhe,1
fiihidebghdaggachecgaeaicefhed,3
acahefceheabcdeehgifddigdhcced,1
iddfgfcdiibgaccdgbhfagfaiegdfi,4
gfdahdgbadgfecgceffehfebfghifc,3
bcdgehgfiheigehfceedbbdedcbief,1
bdcdfchhcfchcbciigeifcdfehedfg,2
ffgacdficfaifaigihfgggebcgegfe,4
aichigiaidefabgcfgdhibiidebghi,0
egibiihedieaiicbaebcdghhdebgih,1
dcadbhiccdccicdfebbehggghdhfdg,2
gahhfgeifccefaidgbabchgggeghei,0
hhcfdfgbfbafihaciaidchibdgegcb,0
bcdfihheibfhdhgfdfigcbehbdihie,1
bibhfcfbaidegcbeegfbgibcbehicd,0
acaebdagiciecfbabaiigfgeegdcef,3
ideccafcgiebbeahcceeaicefbgbed,3
fccdbaadiefaigihdidccdhiidegeg,4
dhbcdhdadcefaigffcfidfcdgfbhei,4
fcbchbgigbcbggdidhhegeaidbabbc,0
fcdecicdiifebeggcebhbehgcfcihf,2
egecefgchieihcchcefcheighicbbe,3
caaeheefiifdiaehddchdibeheceff,3
cfdcghbdbaidficbfedcchegibdfeb,0
gdfbhehbaiiaaiagbhgbebfceficfd,3
fedieihfebfbfcdccigehbdhcieicd,2
edcdaccbbdccicedgdfehbcigicdcb,2
idiffecdcafcegdahgeabcefdgbihd,3
hiecffhfcdbcfhihgcbbgefgchidbf,2
bhgabadgbihihgechcefhbccdbdbfh,3
dciccidibebffiedgieiddacdccidi,2
edgaididibfibgcfiehcfiiffhifhf,0
bdeebidaegcbcdafbfdcdacbgiheegfh,2
cabebdcicdeahifbfaiggbddgdggfe,4
ccdhcfefggcigecidfdbicddbhdfce,2
dhaeabiccicdibdedbfaiicifbhgec,4
fgabdadbdcfgaggcdgcfhibcieeieb,2
dbbihdghecbfidabcdfehbebfhcece,1
ffbchfhaidadebdfdbheccihbhbfei,0
ecdiidgghfaiddgedegihiggbgghge,4
fhgabicciaiddhibhehcgibigchfgb,0
bedebehbacddfgfbifaibbdebeiddi,4
ddhfieeiceffefhdfieihdbhbchidd,3
haiedadbcddahgfdbhdbdgdgbcbhgh,1
bgibhcbcehcggiehidcbeigaidaagb,0
daaidegiadbigcdbcehgeffbhdcbcf,2
acheifffaeiecdaeaegafaihbgcidi,4
hgacaidciibhcgdgfieghedchcidcb,0
dabhbeadhcdfabccdgceceigfbhhfg,2
adbcdffhbghhecibehhcgfibhceghe,1
figchcdachheefdegegfebdgggfiif,2
fbbaedbcefdceiggdihbdgdddefdei,3
ggcfidcccgdhibiigcdiceehibedge,2
ggcfabbfbgciaeificgffaideeabhc,0
gfbcebaacdaaceaefaibggfedchcgi,4
gfeigcbdeeafcefdbhbhiicbeedcci,3
hdiafgdfdefgaiagacdcadggbfaidf,4
fiaachbeaidihfbeghcddgbigceidd,0
gdbcdehhhfigdddbfdfgihdcbghegb,1
accdheicaefaicebgecicdigchfbbe,4
fahcbgiheaccdcdhafhfaihhffef,4
ddbbbaidbbfbeiecceebfchcgefcbh,0
didbbidcdagbbdifaidbbiihddhhbg,4
aaihfdaddchhfiebhfghfeaecefhdh,3
degedgeaagbahbicdicbchhifgfhed,2
bheefgdeachbdfebdggbgeiicefbfc,3
cacbchgaacddigfgfiecdbfieehfai,4
afcfieadheabieedeceffhgeebehhb,3
cicgdcfgbbghacifghahhdiaiddagb,0
ecaagbbccdicbfifcebddbehiggdfe,2
afeibadddhhabaggfaidfhhbgiihec,0
begbcdifhccechciidecbgdifhhddf,1
cdhhcacgfaieiiecgfbfbbdhdbfhgb,4
ffhcececefhfhccgdbdggdiecigcgb,3
bigeibaaeiaidafcbfdccfbcfchidg,0
babbecddfaaehfaiggbegdbhbgebhi,4
aabbhgbbigbgebfgacgaahbbcdcghf,1
feeiadecdaeaibifaibgdebcgeebdf,4
hggdabbbddbffceffghfagaidacebf,0
chdchabaiefbehbfgdccdifdcdafai,4
febhabcdbggcfafaigdhfdhchcbhde,4
bbagbieccdabfafafaiefdbffcdgdh,4
fiaidaeabebebfghbidheibfcicefe,0
bbgbffiiacagbdgebdghbgebcdgfhe,1
fgaiaidadfbhehhihcddifbhddfeeg,0
cdicgfiidfbchiidfacdfcebdhdhhd,2
edefeghciaecbhigddcdihifagfaih,4
ghfefbagehfgaeebecdihfcaifaigi,4
gdfbbgficddabcdgfaieefbgecdiee,4
bigehiiabibaadfeidcbcdeihfffhf,1
dgdhdgdcdbgddfhfaibchceecifbcg,4
gacdfbeigecdfchehfedfgcfedibhc,2
dghebdbdhbchacegceccbibbcdibhf,1
fiecaefdceffffhcgiddibfihdcihd,3
chdefhcaiaeaababeihhfeihcefdii,3
egecefehiifhdigcgcicffbgefiffc,3
hbcegbghacdhefdbcfaihehiegbchb,4
cehdeefidebcbcdfahbgefehgfihib,1
fgabeafchcicbihdfeaidifebgibci,0
aidffhbehegeficicbbdcfbhgbbbeb,0
cbgihdacfcdhagififaiehdgbiibeb,4
chbdbfcegbcefbhigfidegbbhgifec,3
hihidefhifdhbaeefbcdhihcccddei,1
ieeiahgcdbgachdfaiihbcebggiih,4
icdhdeidgiefhfbcddhhheggggbfge,1
daffbfgcbagehgifhchcddfhbecfai,4
eidgfdhhegbbaecdcefdhfdfffegdb,3
bebeceffibfeiggbggbihfigfcbc,3
fbidecaibbbcdhfgbcdfaidcbcgehg,4
bgbfaidacficcgicdagcghefaidbbe,4
fgeeaggddeedfiedchddhafeeddcef,3
eiebeccigecadbgcdachehdhdefbdd,2
ddigbfhccaidgacbgbgghicihbeecc,0
didaceffcacbeghecdhbbgibfaihbb,4
aahgbabddeiebcdadgaidaaibcbefg,0
aiddgbbggbbgifbeggfgedigehdfhd,0
bhgeidebaceffeggheigffdgdedcge,3
edgcieebeecdgcehhhbgcdidehbddf,2
fdiibfbdiiidhidbeggfcdhcgceeie,2
iadcehbcefcihhhhcgbdbicddiihdf,3
hihifcidbebfceffbbhbbbffhhhdec,3
beahfeahfaadbbffhfbfbcdhfhcccf,1
agcbeehhfggaidgadbcgihehdcebii,0
cbdchcddcfcceegfeigbfdiccgfdgd,2
cdecegdccicfdhhbhgeceiebfdgbeg,2
hiaciiagghggffeahcefhicgbbdeii,3
dhfddfcfcdcacchifaiedddcgbdfbf,4
cdgeafgdfaiecgbcifhheefecffddf,4
bgegiddbfbcdfihiegfhciebeccbdd,1
diighabdciafcafifeagdiciehccef,3
dhccdiabddecfhagigbchcdecfgiec,2
gdgeadaibedgadbfhcfbfibbcddhhd,1
faagfcbecacefeicbdbdbcgihddghf,3
bcdgehihfbgebdeiccdeddeciehffb,1
bhcbfccdccggebdfchgggdcieffheb,2
bdcdagdbdaidgafbfecbdhegeghbdd,0
bbiffgcdfbdfibhgcciaigbcdfahce,1
ehedgdcdgddgaefaighdggbfcdgfih,4
hadiiaghbeaicigahbdfdbdabcdbah,1
bidcgiddddhehcehdecdgafbcifai,4
ahbgeaacigacidddihdibcddahbbff,1
ifgiihhdfiddfeghfcfbhgaiegbcef,3
gddbgcdifaihfhhfhhhafabcdgbhhg,1
ghedidcgcdggdccbfaibicdffihhgi,4
fbadcddahaecfaibehifhigdgeiiib,4
adehigbfddaiaabcdaahfefeegbhcc,1
geaidigcbdecgcgigcfgfdeehehdig,0
ifddbaghgdicbeigbcdgehgdgcdfec,1
dgagdbebegddaifchbggigeieidcef,3
dhciebhdhebheehhcefhhifcccihed,3
dgbidhibihhebhbcdfcdiihhehiibb,2
ebhccadaidifebhibbbfefgeghhecf,0
hieideggfeghdccbgecdehcbggfaig,4
ciachfaecdciidehfaidhehhdccggi,4
eadiafadhbiahebcccdicficgefbic,2
decaeggibbchececefcchefbdiibfd,3
bhbcdaehhbdgdhfcheebbgighfceeh,1
aceghcefdbefhbdhgeeciciiefdchg,3
gadbbbfahcbfiigdfieaidgfgbebgg,0
bbfabchcbcdeahhgeedgeidhefdgbf,1
eaffdceadaaacbecdeccebcddeecde,2
fbigfgegcaidifcbgfieebbieeiebd,0
deeaccefhfdcffcedbchifcghfggccgi,3
cgfdgiaggfaiecgdfiaidfhcbbbcfi,0
ffgfefefaiddcfbbfbebiigbbbceic,0
idcahdiefbcdfaaagbfaieidhigbgd,4
ddbgaaehagahidaidfagbeifeibibh,0
gcacdccieebdcdcfefhgeeiddiigfh,2
ccddbbbiecficbgecbdcddcfiibfhb,2
ghiaehdicecdhidfdbhbcdgahbbbib,1
aiddcfiiebeigieegcdabficgfaide,4
iihfdcafhghihgcdgedicgfaigddh,4
hbedgdafbbhgfiehacefdcefehbeig,3
gefdgdceebaigcdicibhbfcbfcbcfgeii,2
bdcbchhbeiacefbcifddceebhciedi,3
figiehfehibebcbicdgcgceiebbbhe,2
fgigiieiffhhhfadhcfdggbeibcefg,3
cchggdhcdehebgifaihbfedibibgfg,4
baighiffdbcdgceiibbbdfhhdfhfcc,2
bcdheccicbagiggeagbcddhhdhcbgi,1
cdhccefgbgehfdeibbehcdfcgiiicf,2
icfgiidacdbghgbidgabbcdeahdeeb,1
iaaheggccigahgfabiiaidbhibiice,0
ggdeaidgddbchdcbceihigddhhgegf,0
iffhfieehcbcddehbgcifdibibfgdc,1
cdgcihhcdceggfddhbgbffebifieib,2
bedhfibddidiebfcefhegheeefibdb,3
cdfadcgbcdbcfegegiegibggifeidh,2
ecdfecdihfaighfdbcdiicedefdicb,4
feichifihbcdfebdihfaigdgedibig,4
hiddcbdaidgahgiaidcaabeifhcbfd,0
dgfefdacdfcgigfhgigfgffihihebh,2
ifdghbgahfdabcdbfhchheicebchdh,1
afieeghhibgfabafaidahhbbfeebcg,0
dahcddcegbdhfgddhegffdihgcifbb,2
dcfeahdafedffaabhgigcgabcdbahf,1
ihadgieabcefhbeheffbbffccdifdh,3
hagcbcadacdagcgggaidhahbeeiedh,0
bfehfbehedeibcefgceehbebhdddid,3
ieeigfcidbfcbcdfiafdidaidibibi,0
cdfgagfafaicebhegieiiifddcdcfe,4
ififdcieeacdfcibhefcccbihfddib,2
bdfddaieiceieffegacefhegdhddhg,3
ghicgbebhcdgacdebfaiefibghhcde,4
ebghfeeibaidbghgfbcdghhebgfbdi,1
fdahhbibgcdhaefbbeebhefcdgcchg,2
feefafddbabcdhicaiefaiggbbbhig,4
aebihabagdaidhbbbecgcfcfibbhcc,0
fdcdfffafafaibdeibcichgdgbgfdc,4
dibccddideaghccdfciibcceegdgii,2
aebihcidbcgbcehdheedcefegcfigc,3
ebebdcefhgbbifbigddhfgeiiibied,3
dddagagbgeiafifcfcdffdabdfaicf,4
ebicefbifcecieceefehfceieccbig,3
gigffhheaidehhbbhefbidggicgded,0
fafiabcdbcggbdcfdeibeifdggfgfe,2
hgaaidgbebdgbfcgibbgeihbghbidh,0
aheibahcgegbheaebbibhbaideecbh,0
bcdaccgceihegggbheeddcheibhhef,2
hecgfgcdhcfefcifihhdbedghhedhh,2
cadbfihbaefccdebhgfeechcefbfif,3
eehcihddgddehddhdaidggebdgifdg,0
chibceaibcdiehbbchgdeifiheddif,1
ageaaiddgabifbhbcefihgiifbbecd,0
dcebbdciafdbbaefcddfeafcfaidbh,4
eabdbcaheegheicghebeeadeggcefe,3
bfhggaabafcfhecehgfcbcdbcfdede,2
bgibieghahiahfbfegaidcdbbfdcbg,0
idghgfbbcdchhcbiciddehebcecbif,1
eihhbhgbeiicefcdcegcbdbiebfgdh,3
chfeabcefeichbhbcfgifidcdceeff,3
edggcagdbefabcdfdhehgghfcfhggd,1
efgaidfehbfibgcdhgdcbbbieefbcc,0
egafbbffhibhcifceagiebgbcdhihh,1
bbhigbciedebcdififgcfaicghhchi,4
dacibcdbahigdfedhfhhbhdfhbfbef,1
hahhigabedbbahagdceaahfacdhceh,2
ifbhhdbhdcddheieffaiegecifbcge,4
egeehcgdafdaeabdbhcdbciiechfbd,2
aifbfhigcfidchhaccdgaeheefaide,4
achfeagiifeaacefefegfcdgbdhfhb,3
hcebaifadiifeediihchfahecdgchb,2
gcebegaidhibbdhbfhbcbechicdgef,0
eehabcfighhgfdbceihiihefecefdg,3
bcfhibbgfacagfiacigcgcgaidcidb,0
biagcagbcdcdhgbdbiggecdcbffbhg,1
hdhaiiibaecebeedhfgdbbhhcdachi,2
hbgbiibeabcdacdcdcedicgcgfeegg,2
idhcdddiieecaidfaibiihbhchbchd,0
bahcddcifigggidggibciefeegbdde,2
dcggfceaghcdhgheadfaidffhhiffh,4
biahacaebhaedececefbbchdiiedhi,3
bbdigcehcccdccgigfdbidhbihdfge,2
iacdcccffadhfieadcdbchbdicchhf,2
gbhdcadgbdfaifgegccefcfbdbfcfb,3
bhichaaididibbbhecfdgehfbceehf,0
dgbhffcdihfbdcfaidbcfeiiccchdf,4
hgiigbcifhabcddghedfgeiiidbgei,1
ehgaidehfhggecabcddhhefchiidfc,1
ibgcgdheaiccifdcbbbcdcihdfbecc,1
fefhfibfabeeddcefdchgbefcfbbcb,3
cfgddgbbbcdgbecgafaiigcbdcicce,4
cdabeifdfaiiihhhbieefebhfebdce,4
eihfdcdcfdaidgeibechcfghgdfdhg,0
eiacefidchdhdbhgedfhbibhecdbei,3
fahdccgdcfffgcfcedicefgdffbbbe,3
ahaicfcfghiigccgccdeefaedfaici,4
ddaachcaibcbeefeeeddcieeheceff,3
edggchfghcdehebicfaiccddgchhdf,4
icbgbdcfcidiaidfhabdhbbbigfhih,0
decaibfddabbdhdadfgcdgaebfifai,4
eahceheihigbeibbfaidiihbbicigb,0
bhhbdcdfdhfhefaibfeecieeefhcfi,4
dibcaidgahbicbhchfhbebechgbfee,0
hbdhhhehgfheegbiebhegfedbcdgihb,1
cbebfdghafaieebaaidibgbffehbhb,0
edghgeegfgiegfgcdichgbihdhchcf,2
